,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
4662,House at the End of the Street,8.72,6900000,31611916,44103982,9,tt1582507,House at the End of the Street,2012,101.0,5.6,66303.0,Drama,6.446254071661252
4663,Promised Land,8.702,15000000,7597898,12394562,12,tt2091473,Promised Land,2012,106.0,6.6,34659.0,Drama,6.446254071661252
4664,The Best Exotic Marigold Hotel,8.665,10000000,46383639,134639780,5,tt1412386,The Best Exotic Marigold Hotel,2011,124.0,7.3,85811.0,Drama,6.446254071661252
4665,Trouble with the Curve,8.548,60000000,35763137,47818913,9,tt2083383,Trouble with the Curve,2012,111.0,6.8,56129.0,Drama,6.446254071661252
4666,Hope Springs,8.312999999999999,30000000,63536011,133085295,8,tt1535438,Hope Springs,2012,100.0,6.3,38667.0,Drama,6.446254071661252
4667,Red Lights,8.25,17700000,49521,14518884,7,tt1748179,Red Lights,2012,114.0,6.2,55287.0,Drama,6.446254071661252
4668,The Paperboy,8.142999999999999,12500000,677200,4027663,10,tt1496422,The Paperboy,2012,107.0,5.8,33940.0,Drama,6.446254071661252
4669,Seeking a Friend for the End of the World,8.092,10000000,7078738,11766959,6,tt1307068,Seeking a Friend for the End of the World,2012,101.0,6.7,102047.0,Drama,6.446254071661252
4670,A Thousand Words,8.017000000000001,40000000,18450127,20790486,3,tt0763831,A Thousand Words,2012,91.0,5.9,36387.0,Drama,6.446254071661252
4671,Coriolanus,8.016,10000000,749641,2179623,1,tt1372686,Coriolanus,2011,123.0,6.1,29654.0,Drama,6.446254071661252
4679,Beasts of the Southern Wild,7.53,1800000,12795746,23265132,6,tt2125435,Beasts of the Southern Wild,2012,93.0,7.3,77440.0,Drama,6.446254071661252
4680,Savages,7.504,45000000,47323100,82513490,7,tt1615065,Savages,2012,131.0,6.5,115793.0,Drama,6.446254071661252
4681,Robot & Frank,7.485,2500000,3317468,4934356,8,tt1990314,Robot & Frank,2012,89.0,7.1,59229.0,Drama,6.446254071661252
4682,The Words,7.2010000000000005,6000000,11494838,16369708,9,tt1840417,The Words,2012,102.0,7.1,70308.0,Drama,6.446254071661252
4683,Bait,7.117000000000001,35000000,15325127,15471969,9,tt1438173,Bait,2012,93.0,5.2,14627.0,Drama,6.446254071661252
4686,Your Sister's Sister,7.115,120000,1597486,3090593,6,tt1742336,Your Sister's Sister,2011,90.0,6.7,24780.0,Drama,6.446254071661252
4687,Kill List,7.0360000000000005,800000,29063,462206,1,tt1788391,Kill List,2011,95.0,6.4,32807.0,Drama,6.446254071661252
4688,Compliance,6.93,270000,319285,830700,8,tt1971352,Compliance,2012,90.0,6.4,28703.0,Drama,6.446254071661252
4732,Big Miracle,6.76,40000000,20157300,25268680,2,tt1430615,Big Miracle,2012,107.0,6.5,17585.0,Drama,6.446254071661252
4734,Chasing Mavericks,6.546,20000000,6002756,8300821,10,tt1629757,Chasing Mavericks,2012,116.0,7.2,28994.0,Drama,6.446254071661252
4735,The Sessions,6.46,1000000,6002451,11495204,10,tt1866249,The Sessions,2012,95.0,7.2,39731.0,Drama,6.446254071661252
4737,Indie Game: The Movie,6.202000000000001,100000,0,0,5,tt1942884,Indie Game: The Movie,2012,103.0,7.7,19538.0,Drama,6.446254071661252
4742,Holy Motors,5.31,4000000,641054,4230426,10,tt2076220,Holy Motors,2012,115.0,7.1,36874.0,Drama,6.446254071661252
4755,Highway,2.4090000000000003,2000000,0,0,9,tt2980794,Highway,2014,133.0,7.7,23434.0,Drama,6.446254071661252
4805,Transcendence,0.6,100000000,23022309,103039258,6,tt2209764,Transcendence,2014,119.0,6.3,204481.0,Drama,6.446254071661252
4807,Transcendence,11.035,100000000,23022309,103039258,4,tt2209764,Transcendence,2014,119.0,6.3,204481.0,Drama,6.446254071661252
4809,The Wolf of Wall Street,29.518,100000000,116900694,389870414,12,tt0993846,The Wolf of Wall Street,2013,180.0,8.2,1035358.0,Drama,6.446254071661252
4810,Gravity,27.836,110000000,274092705,693698673,10,tt1454468,Gravity,2013,91.0,7.7,710018.0,Drama,6.446254071661252
4811,47 Ronin,25.049,175000000,38362475,151716815,12,tt1335975,47 Ronin,2013,128.0,6.3,135754.0,Drama,6.446254071661252
4812,Elysium,17.663,120000000,93050117,286192091,8,tt1535108,Elysium,2013,109.0,6.6,395572.0,Drama,6.446254071661252
4817,12 Years a Slave,16.493,20000000,56671993,181025343,10,tt2024544,12 Years a Slave,2013,134.0,8.1,577301.0,Drama,6.446254071661252
4818,Her,15.968,23000000,25568251,48163815,12,tt1798709,Her,2013,126.0,8.0,467232.0,Drama,6.446254071661252
4819,Her,15.968,23000000,25568251,48163815,12,tt1798709,Her,2013,126.0,8.0,467232.0,Drama,6.446254071661252
4820,Captain Phillips,15.482999999999999,55000000,107136417,220648184,10,tt1535109,Captain Phillips,2013,134.0,7.8,387402.0,Drama,6.446254071661252
4821,Lone Survivor,15.404000000000002,40000000,125095601,149804632,12,tt1091191,Lone Survivor,2013,121.0,7.5,246641.0,Drama,6.446254071661252
4822,The Great Gatsby,15.397,190000000,144840419,351040419,5,tt1343092,The Great Gatsby,2013,143.0,7.3,433165.0,Drama,6.446254071661252
4823,The Great Gatsby,15.397,7000000,26533200,26533200,5,tt1343092,The Great Gatsby,2013,143.0,7.3,433165.0,Drama,6.446254071661252
4824,Rush,14.623,38000000,26947624,98230839,9,tt1979320,Rush,2013,123.0,8.1,393437.0,Drama,6.446254071661252
4825,After Earth,14.415,130000000,60522097,251499665,5,tt1815862,After Earth,2013,100.0,4.8,181687.0,Drama,6.446254071661252
4826,Prisoners,14.357999999999999,46000000,61002302,113402302,9,tt1392214,Prisoners,2013,153.0,8.1,526273.0,Drama,6.446254071661252
4827,About Time,14.133,12000000,15323921,89309178,11,tt2194499,About Time,2013,123.0,7.8,263136.0,Drama,6.446254071661252
4828,Jagten,13.774000000000001,3450000,687185,18309793,7,tt2106476,The Hunt,2012,115.0,8.3,242765.0,Drama,6.446254071661252
4829,The Spectacular Now,13.679,2500000,6852971,6916951,9,tt1714206,The Spectacular Now,2013,95.0,7.1,133887.0,Drama,6.446254071661252
4830,Broken City,13.645999999999999,35000000,19701164,34480045,1,tt1235522,Broken City,2013,109.0,6.2,71704.0,Drama,6.446254071661252
4831,Gangster Squad,13.029000000000002,60000000,46000903,104100903,1,tt1321870,Gangster Squad,2013,113.0,6.7,195560.0,Drama,6.446254071661252
4832,White House Down,13.026,150000000,73103784,205440387,6,tt2334879,White House Down,2013,131.0,6.4,191791.0,Drama,6.446254071661252
4833,The Place Beyond the Pines,12.96,15000000,21403519,47011449,3,tt1817273,The Place Beyond the Pines,2012,140.0,7.3,226765.0,Drama,6.446254071661252
4834,Don Jon,12.78,5500000,24477704,41268579,9,tt2229499,Don Jon,2013,90.0,6.6,216350.0,Drama,6.446254071661252
4835,Mud,12.507,10000000,21590086,31556959,5,tt1935179,Mud,2012,130.0,7.4,156786.0,Drama,6.446254071661252
4836,American Hustle,12.481,40000000,150117807,257878294,12,tt1800241,American Hustle,2013,138.0,7.2,418221.0,Drama,6.446254071661252
4837,American Hustle,12.481,40000000,150117807,257878294,12,tt1800241,American Hustle,2013,138.0,7.2,418221.0,Drama,6.446254071661252
4838,Upside Down,12.454,50000000,102118,26387039,3,tt1374992,Upside Down,2012,109.0,6.4,66347.0,Drama,6.446254071661252
4841,Dallas Buyers Club,12.389000000000001,5000000,27298285,60611845,11,tt0790636,Dallas Buyers Club,2013,117.0,8.0,402462.0,Drama,6.446254071661252
4842,Dallas Buyers Club,12.389000000000001,5000000,27298285,60611845,11,tt0790636,Dallas Buyers Club,2013,117.0,8.0,402462.0,Drama,6.446254071661252
4847,Before Midnight,11.765,3000000,8110621,23251930,6,tt2209418,Before Midnight,2013,109.0,7.9,123107.0,Drama,6.446254071661252
4848,The Host,11.458,50000000,26623701,64477051,3,tt1517260,The Host,2013,125.0,5.9,105633.0,Drama,6.446254071661252
4849,Oldboy,11.378,3000000,707391,6239723,11,tt1321511,Oldboy,2013,104.0,5.8,63231.0,Drama,6.446254071661252
4850,The Call,11.315,12800000,51872378,69821476,3,tt1911644,The Call,2013,94.0,6.7,103780.0,Drama,6.446254071661252
4851,42,11.28,31000000,95020213,97470701,4,tt0453562,42,2013,128.0,7.5,77703.0,Drama,6.446254071661252
4852,The Big Wedding,11.231,32500000,21819348,48425971,4,tt1931435,The Big Wedding,2013,89.0,5.6,44221.0,Drama,6.446254071661252
4853,Beautiful Creatures,11.198,50000000,19452138,60282876,2,tt1559547,Beautiful Creatures,2013,124.0,6.2,79764.0,Drama,6.446254071661252
4854,The Secret Life of Walter Mitty,10.743,91000000,58236838,187861183,12,tt0359950,The Secret Life of Walter Mitty,2013,114.0,7.3,275300.0,Drama,6.446254071661252
4855,Stoker,10.738,12000000,1703125,12034913,3,tt1682180,Stoker,2013,99.0,6.8,97393.0,Drama,6.446254071661252
4856,Spring Breakers,10.690999999999999,5000000,14124286,31149251,3,tt2101441,Spring Breakers,2012,94.0,5.3,126504.0,Drama,6.446254071661252
4857,The Counselor,10.55,25000000,16973715,71009334,10,tt2193215,The Counselor,2013,117.0,5.3,92096.0,Drama,6.446254071661252
4858,Inside Llewyn Davis,10.549000000000001,11000000,13248209,32943247,12,tt2042568,Inside Llewyn Davis,2013,104.0,7.5,123759.0,Drama,6.446254071661252
4859,Blue Jasmine,10.443,18000000,33404871,102912961,7,tt2334873,Blue Jasmine,2013,98.0,7.3,179453.0,Drama,6.446254071661252
4860,Dead Man Down,10.349,30000000,10895295,19599974,3,tt2101341,Dead Man Down,2013,118.0,6.5,61238.0,Drama,6.446254071661252
4861,The Frozen Ground,10.34,19200000,0,5617460,8,tt2005374,The Frozen Ground,2013,105.0,6.4,51915.0,Drama,6.446254071661252
4862,Only God Forgives,10.196,4800000,775849,4494560,7,tt1602613,Only God Forgives,2013,90.0,5.7,100318.0,Drama,6.446254071661252
4863,The Way Way Back,9.977,5000000,21502690,26853810,7,tt1727388,The Way Way Back,2013,103.0,7.4,132642.0,Drama,6.446254071661252
4864,La grande bellezza,9.937000000000001,12000000,2883879,29549145,11,tt2358891,The Great Beauty,2013,141.0,7.8,72297.0,Drama,6.446254071661252
4865,Fruitvale Station,9.587,900000,16098998,17549645,7,tt2334649,Fruitvale Station,2013,85.0,7.5,68187.0,Drama,6.446254071661252
4866,August: Osage County,9.586,25000000,37738810,50738810,12,tt1322269,August: Osage County,2013,121.0,7.2,79383.0,Drama,6.446254071661252
4867,August: Osage County,9.586,25000000,37738810,50738810,12,tt1322269,August: Osage County,2013,121.0,7.2,79383.0,Drama,6.446254071661252
4868,Saving Mr. Banks,9.585,35000000,83299761,114962525,12,tt2140373,Saving Mr. Banks,2013,125.0,7.5,140678.0,Drama,6.446254071661252
4869,Trance,9.571,16000000,2322593,22594052,4,tt1924429,Trance,2013,101.0,6.9,104951.0,Drama,6.446254071661252
4870,Trance,9.571,950000,0,0,4,tt1924429,Trance,2013,101.0,6.9,104951.0,Drama,6.446254071661252
4871,Under the Skin,9.527000000000001,13300000,2614251,7229933,4,tt1441395,Under the Skin,2013,108.0,6.3,113196.0,Drama,6.446254071661252
4872,Under the Skin,9.527000000000001,13300000,2614251,7229933,4,tt1441395,Under the Skin,2013,108.0,6.3,113196.0,Drama,6.446254071661252
4873,Nebraska,9.521,12000000,17654912,24761360,11,tt1821549,Nebraska,2013,115.0,7.7,105304.0,Drama,6.446254071661252
4874,Side Effects,9.426,30000000,32172757,66742138,2,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Drama,6.446254071661252
4875,Side Effects,9.426,200000,44701,44701,2,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Drama,6.446254071661252
4876,Side Effects,0.657,30000000,32172757,66742138,10,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Drama,6.446254071661252
4877,Side Effects,0.657,200000,44701,44701,10,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Drama,6.446254071661252
4878,Labor Day,9.258,18000000,13371528,14189810,12,tt1967545,Labor Day,2013,111.0,6.9,39242.0,Drama,6.446254071661252
4879,Out of the Furnace,9.139,22000000,11330849,15434375,12,tt1206543,Out of the Furnace,2013,116.0,6.8,99037.0,Drama,6.446254071661252
4880,Safe Haven,9.095,28000000,71399120,94050951,2,tt1702439,Safe Haven,2013,115.0,6.7,97055.0,Drama,6.446254071661252
4881,The Book Thief,9.033999999999999,19000000,21488481,76086711,11,tt0816442,The Book Thief,2013,131.0,7.6,119023.0,Drama,6.446254071661252
4882,Drinking Buddies,8.997,500000,343706,407100,8,tt2265398,Drinking Buddies,2013,90.0,6.1,53546.0,Drama,6.446254071661252
4883,Philomena,8.978,12000000,37709979,98963392,11,tt2431286,Philomena,2013,98.0,7.6,88704.0,Drama,6.446254071661252
4884,Enough Said,8.722000000000001,8000000,17550872,25621449,9,tt2390361,Enough Said,2013,93.0,7.0,55698.0,Drama,6.446254071661252
4885,The Best Man Holiday,8.581,17000000,70525195,72835710,11,tt2083355,The Best Man Holiday,2013,123.0,6.7,13967.0,Drama,6.446254071661252
4886,Quartet,8.32,11000000,18388357,56178935,1,tt1441951,Quartet,2012,94.0,6.8,17979.0,Drama,6.446254071661252
4887,Mandela: Long Walk to Freedom,8.262,35000000,8323085,29890402,12,tt2304771,Mandela: Long Walk to Freedom,2013,141.0,7.1,25027.0,Drama,6.446254071661252
4888,Ain't Them Bodies Saints,8.166,5000000,391611,1075009,8,tt2388637,Ain't Them Bodies Saints,2013,96.0,6.4,19464.0,Drama,6.446254071661252
4889,The Immigrant,8.145,16000000,2013456,7585011,10,tt1951181,The Immigrant,2013,120.0,6.6,26618.0,Drama,6.446254071661252
4890,Admission,8.065,13000000,18007317,18733666,3,tt1814621,Admission,2013,107.0,5.7,31849.0,Drama,6.446254071661252
4891,The East,8.044,6500000,2274649,3027956,5,tt1869716,The East,2013,116.0,6.8,46804.0,Drama,6.446254071661252
4892,Jobs,8.023,18000000,16131410,43402515,8,tt2357129,Jobs,2013,128.0,5.9,88788.0,Drama,6.446254071661252
4893,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Drama,6.446254071661252
4894,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Drama,6.446254071661252
4895,Delivery Man,7.962000000000001,22000000,30659817,70536870,11,tt2387559,Delivery Man,2013,105.0,6.4,70706.0,Drama,6.446254071661252
4896,Grudge Match,7.917999999999999,40000000,29807260,69807260,12,tt1661382,Grudge Match,2013,113.0,6.4,54080.0,Drama,6.446254071661252
4897,Tarzan,7.727,145000000,171091819,448191819,12,tt1705952,Tarzan,2013,94.0,4.8,11728.0,Drama,6.446254071661252
4898,The Last Exorcism Part II,7.561,4000000,15179303,25448707,3,tt2034139,The Last Exorcism Part II,2013,88.0,4.0,15124.0,Drama,6.446254071661252
4899,The Reluctant Fundamentalist,7.46,15000000,528731,528731,3,tt2032557,The Reluctant Fundamentalist,2012,130.0,6.9,12511.0,Drama,6.446254071661252
4900,Palo Alto,7.2620000000000005,1000000,767732,1156309,5,tt2479800,Palo Alto,2013,100.0,6.2,25402.0,Drama,6.446254071661252
4901,Palo Alto,7.2620000000000005,1000000,767732,1156309,5,tt2479800,Palo Alto,2013,100.0,6.2,25402.0,Drama,6.446254071661252
4902,Phantom,7.211,18000000,1034589,1199510,3,tt1922685,Phantom,2013,98.0,5.9,12786.0,Drama,6.446254071661252
4906,The Fifth Estate,6.611000000000001,26000000,3254172,6154172,10,tt1837703,The Fifth Estate,2013,128.0,6.2,36392.0,Drama,6.446254071661252
4908,Last Vegas,6.5329999999999995,28000000,63914167,112914167,11,tt1204975,Last Vegas,2013,105.0,6.6,121409.0,Drama,6.446254071661252
4909,Cheap Thrills,6.406000000000001,100000,59424,59424,3,tt2389182,Cheap Thrills,2013,88.0,6.7,16429.0,Drama,6.446254071661252
4910,The Sweeney,6.4,4500000,26345,8000366,3,tt0857190,The Sweeney,2012,112.0,6.1,18095.0,Drama,6.446254071661252
4911,Whiplash,6.297999999999999,3300000,13092006,38969037,1,tt2582802,Whiplash,2014,106.0,8.5,616916.0,Drama,6.446254071661252
4912,Whiplash,28.784000000000002,3300000,13092006,38969037,10,tt2582802,Whiplash,2014,106.0,8.5,616916.0,Drama,6.446254071661252
4913,The Sapphires,6.16,9000000,2450867,20395040,3,tt1673697,The Sapphires,2012,103.0,7.0,12143.0,Drama,6.446254071661252
4915,Parkland,6.056,10000000,641439,1616353,10,tt2345112,Parkland,2013,93.0,6.4,14036.0,Drama,6.446254071661252
4917,Much Ado About Nothing,5.952000000000001,8000000,22549338,22549338,6,tt2094064,Much Ado About Nothing,2012,109.0,7.2,15415.0,Drama,6.446254071661252
4921,The Square,5.596,1900000,406216,740932,10,tt4995790,The Square,2017,151.0,7.2,44239.0,Drama,6.446254071661252
4922,The Square,5.596,1500000,124244,176262,10,tt4995790,The Square,2017,151.0,7.2,44239.0,Drama,6.446254071661252
4923,The Square,9.396,1900000,406216,740932,10,tt4995790,The Square,2017,151.0,7.2,44239.0,Drama,6.446254071661252
4924,The Square,9.396,1500000,124244,176262,10,tt4995790,The Square,2017,151.0,7.2,44239.0,Drama,6.446254071661252
4927,Concussion,5.202000000000001,35000000,34531832,50363790,4,tt3322364,Concussion,2015,123.0,7.1,77576.0,Drama,6.446254071661252
4929,Concussion,12.809000000000001,35000000,34531832,50363790,12,tt3322364,Concussion,2015,123.0,7.1,77576.0,Drama,6.446254071661252
5024,The Promise,0.6,90000000,8224288,10551417,10,tt4776998,The Promise,2016,133.0,6.1,164555.0,Drama,6.446254071661252
5025,The Promise,10.158,90000000,8224288,10551417,4,tt4776998,The Promise,2016,133.0,6.1,164555.0,Drama,6.446254071661252
5026,The Promise,10.158,90000000,8224288,10551417,4,tt4776998,The Promise,2016,133.0,6.1,164555.0,Drama,6.446254071661252
5033,Noah,0.6,130000000,101200044,352831065,9,tt1959490,Noah,2014,138.0,5.8,229326.0,Drama,6.446254071661252
5035,Noah,13.905,130000000,101200044,352831065,3,tt1959490,Noah,2014,138.0,5.8,229326.0,Drama,6.446254071661252
5037,Noah,0.6,130000000,101200044,352831065,3,tt1959490,Noah,2014,138.0,5.8,229326.0,Drama,6.446254071661252
5043,The Imitation Game,33.078,15000000,91125143,227740463,12,tt2084970,The Imitation Game,2014,114.0,8.0,620834.0,Drama,6.446254071661252
5044,Gone Girl,31.215,61000000,167767189,368567189,10,tt2267998,Gone Girl,2014,149.0,8.1,761592.0,Drama,6.446254071661252
5045,Fury,29.116999999999997,80000000,85817906,210315681,10,tt2713180,Fury,2014,134.0,7.6,381993.0,Drama,6.446254071661252
5046,Dracula Untold,29.043000000000003,70000000,55991880,220241723,10,tt0829150,Dracula Untold,2014,92.0,6.3,164829.0,Drama,6.446254071661252
5047,Interstellar,28.44,165000000,188017894,666379375,11,tt0816692,Interstellar,2014,169.0,8.6,1299334.0,Drama,6.446254071661252
5048,Dawn of the Planet of the Apes,27.641,170000000,208545589,710644566,7,tt2103281,Dawn of the Planet of the Apes,2014,130.0,7.6,390199.0,Drama,6.446254071661252
5049,Exodus: Gods and Kings,26.789,140000000,65014513,268314513,12,tt1528100,Exodus: Gods and Kings,2014,150.0,6.0,150858.0,Drama,6.446254071661252
5050,Nightcrawler,25.596999999999998,8500000,32381218,50334418,10,tt2872718,Nightcrawler,2014,117.0,7.9,404476.0,Drama,6.446254071661252
5051,Pompeii,25.215,80000000,23169033,108469033,2,tt1921064,Pompeii,2014,105.0,5.5,100467.0,Drama,6.446254071661252
5052,A Walk Among the Tombstones,19.373,28000000,26017685,62108587,9,tt0365907,A Walk Among the Tombstones,2014,114.0,6.5,105116.0,Drama,6.446254071661252
5053,American Sniper,18.473,58000000,350126372,547326372,12,tt2179136,American Sniper,2014,133.0,7.3,401915.0,Drama,6.446254071661252
5054,American Sniper,18.473,58000000,350126372,547326372,12,tt2179136,American Sniper,2014,133.0,7.3,401915.0,Drama,6.446254071661252
5055,The Judge,16.464000000000002,50000000,47119388,76119388,10,tt1872194,The Judge,2014,141.0,7.4,162952.0,Drama,6.446254071661252
5056,The Judge,0.6,50000000,47119388,76119388,4,tt1872194,The Judge,2014,141.0,7.4,162952.0,Drama,6.446254071661252
5057,St. Vincent,16.379,13000000,44137712,54837234,10,tt2170593,St. Vincent,2014,102.0,7.3,89372.0,Drama,6.446254071661252
5058,Before I Go to Sleep,16.07,22000000,3242457,19563579,10,tt1726592,Before I Go to Sleep,2014,92.0,6.3,64684.0,Drama,6.446254071661252
5059,The Fault in Our Stars,16.03,12000000,124872350,307166834,5,tt2582846,The Fault in Our Stars,2014,126.0,7.7,315135.0,Drama,6.446254071661252
5060,Escobar: Paradise Lost,15.924000000000001,17000000,195792,3917679,10,tt2515030,Escobar: Paradise Lost,2014,120.0,6.5,19419.0,Drama,6.446254071661252
5061,Camp X-Ray,15.237,1000000,9837,101053,10,tt2994190,Camp X-Ray,2014,117.0,6.9,36700.0,Drama,6.446254071661252
5063,The Drop,14.795,12600000,10724389,19054534,9,tt1600196,The Drop,2014,106.0,7.1,132161.0,Drama,6.446254071661252
5064,Snowpiercer,14.735,40000000,4563029,88069880,6,tt1706620,Snowpiercer,2013,126.0,7.1,239264.0,Drama,6.446254071661252
5065,No Good Deed,14.519,13200000,52543632,54323210,9,tt2011159,No Good Deed,2014,84.0,5.6,16045.0,Drama,6.446254071661252
5066,Inherent Vice,14.244000000000002,20000000,8110975,14772346,1,tt1791528,Inherent Vice,2014,148.0,6.7,83346.0,Drama,6.446254071661252
5067,Inherent Vice,14.244000000000002,20000000,8110975,14772346,1,tt1791528,Inherent Vice,2014,148.0,6.7,83346.0,Drama,6.446254071661252
5068,Sabotage,14.055,35000000,10508518,18376443,3,tt1742334,Sabotage,2014,109.0,5.7,55597.0,Drama,6.446254071661252
