,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
2841,White House Down,13.026,150000000,73103784,205440387,6,tt2334879,White House Down,2013,131.0,6.4,191791.0,Thriller,5.733565217391301
2842,The Place Beyond the Pines,12.96,15000000,21403519,47011449,3,tt1817273,The Place Beyond the Pines,2012,140.0,7.3,226765.0,Thriller,5.733565217391301
2843,Mama,11.982999999999999,15000000,71628180,148095566,1,tt2023587,Mama,2013,100.0,6.2,158487.0,Thriller,5.733565217391301
2844,Dark Skies,11.582,3500000,17418667,27704111,2,tt2387433,Dark Skies,2013,97.0,6.3,65754.0,Thriller,5.733565217391301
2846,Getaway,10.793,18000000,10501938,11813989,8,tt2167202,Getaway,2013,90.0,4.4,22157.0,Thriller,5.733565217391301
2847,Stoker,10.738,12000000,1703125,12034913,3,tt1682180,Stoker,2013,99.0,6.8,97393.0,Thriller,5.733565217391301
2848,The Counselor,10.55,25000000,16973715,71009334,10,tt2193215,The Counselor,2013,117.0,5.3,92096.0,Thriller,5.733565217391301
2849,Runner Runner,10.442,30000000,19316646,60512680,10,tt2364841,Runner Runner,2013,88.0,5.6,58235.0,Thriller,5.733565217391301
2850,Out of the Furnace,9.139,22000000,11330849,15434375,12,tt1206543,Out of the Furnace,2013,116.0,6.8,99037.0,Thriller,5.733565217391301
2851,Safe Haven,9.095,28000000,71399120,94050951,2,tt1702439,Safe Haven,2013,115.0,6.7,97055.0,Thriller,5.733565217391301
2852,The Lords of Salem,8.434,1500000,1165881,1541131,4,tt1731697,The Lords of Salem,2012,101.0,5.1,25089.0,Thriller,5.733565217391301
2853,The East,8.044,6500000,2274649,3027956,5,tt1869716,The East,2013,116.0,6.8,46804.0,Thriller,5.733565217391301
2854,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Thriller,5.733565217391301
2855,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Thriller,5.733565217391301
2856,The Last Exorcism Part II,7.561,4000000,15179303,25448707,3,tt2034139,The Last Exorcism Part II,2013,88.0,4.0,15124.0,Thriller,5.733565217391301
2857,The Reluctant Fundamentalist,7.46,15000000,528731,528731,3,tt2032557,The Reluctant Fundamentalist,2012,130.0,6.9,12511.0,Thriller,5.733565217391301
2858,Phantom,7.211,18000000,1034589,1199510,3,tt1922685,Phantom,2013,98.0,5.9,12786.0,Thriller,5.733565217391301
2864,The Fifth Estate,6.611000000000001,26000000,3254172,6154172,10,tt1837703,The Fifth Estate,2013,128.0,6.2,36392.0,Thriller,5.733565217391301
2866,The Brass Teapot,6.495,900000,6997,413733,4,tt1935902,The Brass Teapot,2012,101.0,6.4,13746.0,Thriller,5.733565217391301
2867,Antiviral,6.33,3100000,0,123407,4,tt2099556,Antiviral,2012,108.0,5.7,11025.0,Thriller,5.733565217391301
2870,Non-Stop,2.2640000000000002,50000000,91742160,222383055,11,tt2024469,Non-Stop,2014,106.0,7.0,234717.0,Thriller,5.733565217391301
2871,Non-Stop,13.562000000000001,50000000,91742160,222383055,2,tt2024469,Non-Stop,2014,106.0,7.0,234717.0,Thriller,5.733565217391301
2873,Friend Request,2.1069999999999998,9900000,3759078,11310835,5,tt3352390,Friend Request,2016,92.0,5.3,21704.0,Thriller,5.733565217391301
2913,John Wick,78.123,30000000,43037835,76235001,10,tt2911666,John Wick,2014,101.0,7.4,449942.0,Thriller,5.733565217391301
2914,The Imitation Game,33.078,15000000,91125143,227740463,12,tt2084970,The Imitation Game,2014,114.0,8.0,620834.0,Thriller,5.733565217391301
2915,Gone Girl,31.215,61000000,167767189,368567189,10,tt2267998,Gone Girl,2014,149.0,8.1,761592.0,Thriller,5.733565217391301
2916,The Equalizer,28.941999999999997,55000000,101530738,192903624,9,tt0455944,The Equalizer,2014,132.0,7.2,302302.0,Thriller,5.733565217391301
2917,Nightcrawler,25.596999999999998,8500000,32381218,50334418,10,tt2872718,Nightcrawler,2014,117.0,7.9,404476.0,Thriller,5.733565217391301
2918,Sin City: A Dame to Kill For,20.896,65000000,13757804,40650842,8,tt0458481,Sin City: A Dame to Kill For,2014,102.0,6.5,140666.0,Thriller,5.733565217391301
2919,The Expendables 3,18.797,100000000,39322544,209461378,8,tt2333784,The Expendables 3,2014,126.0,6.1,156432.0,Thriller,5.733565217391301
2920,The November Man,17.747,15000000,25018119,34820335,8,tt2402157,The November Man,2014,108.0,6.3,59293.0,Thriller,5.733565217391301
2921,Lucy,16.73,40000000,126573960,457507776,7,tt2872732,Lucy,2014,89.0,6.4,403194.0,Thriller,5.733565217391301
2923,Ouija,15.389000000000001,5000000,50856010,103300632,10,tt1204977,Ouija,2014,89.0,4.5,44054.0,Thriller,5.733565217391301
2924,Annabelle,13.989,6500000,84273813,256862920,10,tt3322940,Annabelle,2014,99.0,5.4,122039.0,Thriller,5.733565217391301
2928,Need for Speed,13.722999999999999,66000000,43568507,194169619,3,tt2369135,Need for Speed,2014,132.0,6.5,154909.0,Thriller,5.733565217391301
2929,The Prince,12.324000000000002,18000000,0,0,8,tt1085492,The Prince,2014,93.0,4.6,16048.0,Thriller,5.733565217391301
2930,A Most Violent Year,12.270999999999999,20000000,5749134,8846875,12,tt2937898,A Most Violent Year,2014,125.0,7.0,60165.0,Thriller,5.733565217391301
2931,A Most Violent Year,12.270999999999999,20000000,5749134,8846875,12,tt2937898,A Most Violent Year,2014,125.0,7.0,60165.0,Thriller,5.733565217391301
2933,Deliver Us from Evil,11.283,30000000,30577122,87956618,7,tt2377322,Deliver Us from Evil,2014,118.0,6.2,63793.0,Thriller,5.733565217391301
2934,Jack Ryan: Shadow Recruit,11.061,60000000,50577412,131377412,1,tt1205537,Jack Ryan: Shadow Recruit,2014,105.0,6.2,114913.0,Thriller,5.733565217391301
2935,3 Days to Kill,11.011,28000000,30697999,38959900,2,tt2172934,3 Days to Kill,2014,117.0,6.2,81681.0,Thriller,5.733565217391301
2936,13 Sins,10.899000000000001,4000000,9134,47552,4,tt2059171,13 Sins,2014,93.0,6.3,29550.0,Thriller,5.733565217391301
2937,A Most Wanted Man,10.267000000000001,15000000,17237855,36068890,7,tt1972571,A Most Wanted Man,2014,122.0,6.8,67914.0,Thriller,5.733565217391301
2939,Paranormal Activity: The Marked Ones,9.446,5000000,32462372,90904854,1,tt2473682,Paranormal Activity: The Marked Ones,2014,84.0,5.0,37147.0,Thriller,5.733565217391301
2942,The Gambler,8.807,25000000,33680992,38718031,12,tt2039393,The Gambler,2014,111.0,6.0,59995.0,Thriller,5.733565217391301
2944,The Gambler,8.807,3000000,51773,101773,12,tt2039393,The Gambler,2014,111.0,6.0,59995.0,Thriller,5.733565217391301
2949,The Mule,6.1610000000000005,50000000,103804407,170857676,3,tt7959026,The Mule,2018,116.0,7.1,58955.0,Thriller,5.733565217391301
2950,The Mule,33.83,50000000,103804407,170857676,12,tt7959026,The Mule,2018,116.0,7.1,58955.0,Thriller,5.733565217391301
2951,Devil's Due,5.893,7000000,15821461,36146087,1,tt2752758,Devil's Due,2014,89.0,4.1,15502.0,Thriller,5.733565217391301
2981,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Thriller,5.733565217391301
2982,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Thriller,5.733565217391301
2983,Taken 3,27.679000000000002,48000000,89256424,327656424,1,tt2446042,Taken 3,2014,108.0,6.0,165072.0,Thriller,5.733565217391301
2984,Fifty Shades of Grey,21.229,40000000,166167230,570998101,2,tt2322441,Fifty Shades of Grey,2015,125.0,4.1,279126.0,Thriller,5.733565217391301
2985,Room,20.0,13000000,14677674,36262783,10,tt3170832,Room,2015,118.0,8.2,316791.0,Thriller,5.733565217391301
2986,Room,20.0,13000000,14677674,36262783,10,tt3170832,Room,2015,118.0,8.2,316791.0,Thriller,5.733565217391301
2987,No Escape,19.005,5000000,27288872,42844516,8,tt1781922,No Escape,2015,103.0,6.8,70222.0,Thriller,5.733565217391301
2988,Knock Knock,17.867,2000000,36336,6328516,10,tt3605418,Knock Knock,2015,99.0,4.9,68328.0,Thriller,5.733565217391301
2989,Run All Night,17.592,50000000,26461644,66961644,3,tt2199571,Run All Night,2015,114.0,6.6,94131.0,Thriller,5.733565217391301
2990,Poltergeist,17.343,35000000,47425125,95713069,5,tt1029360,Poltergeist,2015,93.0,4.9,51538.0,Thriller,5.733565217391301
2991,Poltergeist,17.343,10700000,74706019,121706019,5,tt1029360,Poltergeist,2015,93.0,4.9,51538.0,Thriller,5.733565217391301
2992,Maze Runner: The Scorch Trials,17.31,61000000,81697192,310566162,9,tt4046784,Maze Runner: The Scorch Trials,2015,131.0,6.3,201143.0,Thriller,5.733565217391301
2993,Blackhat,16.824,70000000,8005980,19665004,1,tt2717822,Blackhat,2015,133.0,5.4,48427.0,Thriller,5.733565217391301
2994,Bridge of Spies,12.835999999999999,40000000,72313754,162498338,10,tt3682448,Bridge of Spies,2015,142.0,7.6,263004.0,Thriller,5.733565217391301
2995,Bridge of Spies,12.835999999999999,40000000,72313754,162498338,10,tt3682448,Bridge of Spies,2015,142.0,7.6,263004.0,Thriller,5.733565217391301
2997,Cop Car,11.414000000000001,5000000,134552,143658,8,tt3813310,Cop Car,2015,88.0,6.3,27081.0,Thriller,5.733565217391301
2998,The Visit,10.196,5000000,65206105,98677816,9,tt3567288,The Visit,2015,94.0,6.2,102459.0,Thriller,5.733565217391301
2999,The Visit,1.4,5000000,65206105,98677816,1,tt3567288,The Visit,2015,94.0,6.2,102459.0,Thriller,5.733565217391301
3000,The Visit,0.631,5000000,65206105,98677816,5,tt3567288,The Visit,2015,94.0,6.2,102459.0,Thriller,5.733565217391301
3001,Green Room,9.943,5000000,3220371,3807503,4,tt4062536,Green Room,2015,95.0,7.0,90773.0,Thriller,5.733565217391301
3002,Green Room,9.943,5000000,3220371,3807503,4,tt4062536,Green Room,2015,95.0,7.0,90773.0,Thriller,5.733565217391301
3003,Sinister 2,9.916,10000000,27740955,54104225,8,tt2752772,Sinister 2,2015,97.0,5.3,41782.0,Thriller,5.733565217391301
3005,The Gallows,9.166,100000,22764410,41656474,7,tt2309260,The Gallows,2015,81.0,4.2,17763.0,Thriller,5.733565217391301
3006,Paranormal Activity: The Ghost Dimension,8.157,10000000,18297124,77959374,10,tt2473510,Paranormal Activity: The Ghost Dimension,2015,88.0,4.6,22361.0,Thriller,5.733565217391301
3007,Unfriended,8.12,1000000,32789645,64364198,4,tt3713166,Unfriended,2014,83.0,5.6,62043.0,Thriller,5.733565217391301
3010,The Vatican Tapes,7.841,13000000,1784763,14929184,7,tt1524575,The Vatican Tapes,2015,91.0,5.0,14822.0,Thriller,5.733565217391301
3013,The Boy,7.0089999999999995,10000000,35819556,68220952,8,tt3882082,The Boy,2016,97.0,6.0,68957.0,Thriller,5.733565217391301
3015,The Boy,11.703,10000000,35819556,68220952,1,tt3882082,The Boy,2016,97.0,6.0,68957.0,Thriller,5.733565217391301
3018,Demonic,6.84,3000000,0,4668109,3,tt1841642,Demonic,2015,83.0,5.3,12025.0,Thriller,5.733565217391301
3019,Area 51,6.794,5000000,7556,7556,5,tt1519461,Area 51,2015,91.0,4.2,11537.0,Thriller,5.733565217391301
3020,Life,6.425,75000000,64062587,73521587,12,tt5442430,Life,2017,104.0,6.6,182840.0,Thriller,5.733565217391301
3021,Life,6.425,58000000,30234022,100929666,12,tt5442430,Life,2017,104.0,6.6,182840.0,Thriller,5.733565217391301
3022,Life,17.021,75000000,64062587,73521587,3,tt5442430,Life,2017,104.0,6.6,182840.0,Thriller,5.733565217391301
3023,Life,17.021,58000000,30234022,100929666,3,tt5442430,Life,2017,104.0,6.6,182840.0,Thriller,5.733565217391301
3040,Hush,0.6,1000000,0,0,3,tt5022702,Hush,2016,82.0,6.6,79100.0,Thriller,5.733565217391301
3041,Hush,12.194,1000000,0,0,3,tt5022702,Hush,2016,82.0,6.6,79100.0,Thriller,5.733565217391301
3045,Jack Reacher: Never Go Back,17.085,60000000,58697076,159946489,10,tt3393786,Jack Reacher: Never Go Back,2016,118.0,6.1,121892.0,Thriller,5.733565217391301
3046,Jack Reacher: Never Go Back,17.085,60000000,58697076,159946489,10,tt3393786,Jack Reacher: Never Go Back,2016,118.0,6.1,121892.0,Thriller,5.733565217391301
3047,Mechanic: Resurrection,16.302,40000000,21218403,109738840,8,tt3522806,Mechanic: Resurrection,2016,98.0,5.7,67275.0,Thriller,5.733565217391301
3048,Nocturnal Animals,16.19,22500000,10663357,32398681,11,tt4550098,Nocturnal Animals,2016,116.0,7.5,205240.0,Thriller,5.733565217391301
3049,Nocturnal Animals,16.19,22500000,10663357,32398681,11,tt4550098,Nocturnal Animals,2016,116.0,7.5,205240.0,Thriller,5.733565217391301
3050,London Has Fallen,15.287,60000000,62524260,195194085,3,tt3300542,London Has Fallen,2016,99.0,5.9,124757.0,Thriller,5.733565217391301
3051,Jason Bourne,14.568,120000000,162192920,416168316,7,tt4196776,Jason Bourne,2016,123.0,6.6,190596.0,Thriller,5.733565217391301
3052,The Shallows,14.091,13000000,55121623,118763442,6,tt4052882,The Shallows,2016,86.0,6.3,106927.0,Thriller,5.733565217391301
3053,Snowden,13.703,50000000,21587519,35380918,9,tt3774114,Snowden,2016,134.0,7.3,119149.0,Thriller,5.733565217391301
3054,Triple 9,13.334000000000001,20000000,12639297,25943792,2,tt1712261,Triple 9,2016,115.0,6.3,60369.0,Thriller,5.733565217391301
3055,Miss Sloane,12.215,18000000,3500605,7719630,11,tt4540710,Miss Sloane,2016,132.0,7.5,52788.0,Thriller,5.733565217391301
3056,Miss Sloane,12.215,18000000,3500605,7719630,11,tt4540710,Miss Sloane,2016,132.0,7.5,52788.0,Thriller,5.733565217391301
3057,The Neon Demon,11.787,7500000,1333124,3559803,6,tt1974419,The Neon Demon,2016,117.0,6.2,72359.0,Thriller,5.733565217391301
3058,Money Monster,11.134,27000000,41012075,93466095,5,tt2241351,Money Monster,2016,98.0,6.5,86607.0,Thriller,5.733565217391301
3061,Shut In,10.535,10000000,6900335,11360665,11,tt2582500,Shut In,2016,91.0,4.7,11030.0,Thriller,5.733565217391301
3062,Shut In,10.535,10000000,6900335,11360665,11,tt4009278,Intruders,2015,90.0,5.7,10374.0,Thriller,5.733565217391301
3063,Eye in the Sky,10.219,13000000,18704596,35402802,3,tt2057392,Eye in the Sky,2015,102.0,7.3,72301.0,Thriller,5.733565217391301
3064,The Belko Experiment,10.133,5000000,10166820,11792942,3,tt1082807,The Belko Experiment,2016,89.0,6.1,38378.0,Thriller,5.733565217391301
3066,The Forest,10.068999999999999,10000000,26594261,40749230,1,tt3387542,The Forest,2016,93.0,4.8,36423.0,Thriller,5.733565217391301
3068,The Forest,1.255,10000000,26594261,40749230,3,tt3387542,The Forest,2016,93.0,4.8,36423.0,Thriller,5.733565217391301
3069,Blair Witch,9.772,10000000,20777061,38985577,9,tt1540011,Blair Witch,2016,89.0,5.0,36867.0,Thriller,5.733565217391301
3070,Blair Witch,9.772,10000000,20777061,38985577,9,tt1540011,Blair Witch,2016,89.0,5.0,36867.0,Thriller,5.733565217391301
3075,31,8.683,1500000,779820,922727,10,tt3835080,31,2016,102.0,5.1,15055.0,Thriller,5.733565217391301
3076,The Darkness,8.357000000000001,4000000,10753574,10898293,5,tt1878841,The Darkness,2016,92.0,4.4,12435.0,Thriller,5.733565217391301
3077,Incarnate,7.1370000000000005,5000000,4799774,9371036,12,tt3216348,Incarnate,2016,91.0,5.3,10217.0,Thriller,5.733565217391301
3089,The Fate of the Furious,28.668000000000003,250000000,225764765,1234846267,4,tt4630562,The Fate of the Furious,2017,136.0,6.7,179774.0,Thriller,5.733565217391301
3090,Alien: Covenant,24.651,97000000,74262031,238521247,5,tt2316204,Alien: Covenant,2017,122.0,6.4,226920.0,Thriller,5.733565217391301
3091,xXx: Return of Xander Cage,21.749000000000002,85000000,44898413,345033359,1,tt1293847,xXx: Return of Xander Cage,2017,107.0,5.2,77976.0,Thriller,5.733565217391301
3092,Atomic Blonde,21.662,30000000,51573925,98345423,7,tt2406566,Atomic Blonde,2017,115.0,6.7,150407.0,Thriller,5.733565217391301
3093,Annabelle: Creation,21.245,15000000,102092201,305384865,8,tt5140878,Annabelle: Creation,2017,109.0,6.5,90402.0,Thriller,5.733565217391301
3094,Happy Death Day,21.23,5000000,55683845,125010260,10,tt5308322,Happy Death Day,2017,96.0,6.5,87132.0,Thriller,5.733565217391301
3095,American Assassin,15.434000000000001,63000000,36249674,68310140,9,tt1961175,American Assassin,2017,112.0,6.2,57793.0,Thriller,5.733565217391301
3096,The Foreigner,14.616,35000000,34393507,140783360,10,tt1615160,The Foreigner,2017,113.0,7.0,81288.0,Thriller,5.733565217391301
3097,The Foreigner,14.616,35000000,34393507,140783360,10,tt1615160,The Foreigner,2017,113.0,7.0,81288.0,Thriller,5.733565217391301
3098,Rough Night,14.338,20000000,22105643,46844357,6,tt4799050,Rough Night,2017,101.0,5.2,39447.0,Thriller,5.733565217391301
3099,It,13.966,35000000,327481748,697457969,9,tt1396484,It,2017,135.0,7.4,359123.0,Thriller,5.733565217391301
3100,It,13.966,35000000,327481748,697457969,9,tt1396484,It,2017,135.0,7.4,359123.0,Thriller,5.733565217391301
3101,Geostorm,13.652999999999999,100000000,33700160,220796009,10,tt1981128,Geostorm,2017,109.0,5.3,78287.0,Thriller,5.733565217391301
3102,Geostorm,13.652999999999999,100000000,33700160,220796009,10,tt1981128,Geostorm,2017,109.0,5.3,78287.0,Thriller,5.733565217391301
3103,"Roman J. Israel, Esq.",12.687999999999999,22000000,11962712,12967012,11,tt6000478,"Roman J. Israel, Esq.",2017,122.0,6.4,23632.0,Thriller,5.733565217391301
3104,"Roman J. Israel, Esq.",12.687999999999999,22000000,11962712,12967012,11,tt6000478,"Roman J. Israel, Esq.",2017,122.0,6.4,23632.0,Thriller,5.733565217391301
3105,Kidnap,10.959000000000001,21000000,30718107,34836080,8,tt1458169,Kidnap,2017,95.0,5.9,28898.0,Thriller,5.733565217391301
3107,The Circle,10.932,18000000,20497844,40651864,4,tt4287320,The Circle,2017,110.0,5.3,72536.0,Thriller,5.733565217391301
3109,Collide,9.035,29200000,2280004,5466698,2,tt2126235,Collide,2016,99.0,5.7,13288.0,Thriller,5.733565217391301
3110,Unforgettable,8.323,18000000,2483790,2483790,4,tt3462710,Unforgettable,2017,100.0,5.1,11489.0,Thriller,5.733565217391301
3111,Unforgettable,8.323,12000000,11368012,16221211,4,tt3462710,Unforgettable,2017,100.0,5.1,11489.0,Thriller,5.733565217391301
3112,The Wall,8.142000000000001,3000000,1803064,4495262,5,tt4218696,The Wall,2017,88.0,6.2,20391.0,Thriller,5.733565217391301
3120,Skyscraper,26.229,125000000,68420120,304115534,7,tt5758778,Skyscraper,2018,102.0,5.8,81193.0,Thriller,5.733565217391301
3121,Maze Runner: The Death Cure,23.166,61000000,58032443,265878536,1,tt4500922,The Death Cure,2018,143.0,6.2,91286.0,Thriller,5.733565217391301
3122,The Equalizer 2,22.961,77000000,102084362,190453132,7,tt3766354,The Equalizer 2,2018,121.0,6.7,97963.0,Thriller,5.733565217391301
3123,Fifty Shades Freed,22.511999999999997,55000000,100407760,371350619,2,tt4477536,Fifty Shades Freed,2018,105.0,4.5,43893.0,Thriller,5.733565217391301
3124,Upgrade,21.413,3000000,11977130,16553285,6,tt6499752,Upgrade,2018,100.0,7.6,104978.0,Thriller,5.733565217391301
3125,Mile 22,21.246,35000000,36108758,66295121,8,tt4560436,Mile 22,2018,94.0,6.1,47862.0,Thriller,5.733565217391301
3126,Halloween,20.839000000000002,15000000,58269151,77514401,10,tt1502407,Halloween,2018,106.0,6.6,88395.0,Thriller,5.733565217391301
3127,Halloween,20.839000000000002,10000000,159342015,254900667,10,tt1502407,Halloween,2018,106.0,6.6,88395.0,Thriller,5.733565217391301
3128,Halloween,20.839000000000002,325000,47000000,70000000,10,tt1502407,Halloween,2018,106.0,6.6,88395.0,Thriller,5.733565217391301
3129,Widows,20.628,40000000,42402632,73866088,11,tt4218572,Widows,2018,129.0,7.0,61615.0,Thriller,5.733565217391301
3130,The Possession of Hannah Grace,20.262999999999998,6000000,14836174,42785387,11,tt5734576,The Possession of Hannah Grace,2018,86.0,5.2,11629.0,Thriller,5.733565217391301
3131,The Commuter,20.063,40000000,36343858,101985431,1,tt1590193,The Commuter,2018,105.0,6.3,83114.0,Thriller,5.733565217391301
3132,Red Sparrow,18.117,69000000,46874505,145951861,3,tt2873282,Red Sparrow,2018,140.0,6.6,136738.0,Thriller,5.733565217391301
3133,Slender Man,16.999000000000002,10000000,30564825,51723644,8,tt5690360,Slender Man,2018,93.0,3.2,19650.0,Thriller,5.733565217391301
3134,Insidious: The Last Key,16.017,10000000,67745330,167885588,1,tt5726086,Insidious: The Last Key,2018,103.0,5.7,42154.0,Thriller,5.733565217391301
3135,First Reformed,12.943,3500000,3448256,3874772,5,tt6053438,First Reformed,2017,113.0,7.1,33542.0,Thriller,5.733565217391301
3136,The 15:17 to Paris,11.575999999999999,30000000,36276286,56096200,2,tt6802308,The 15:17 to Paris,2018,94.0,5.2,21880.0,Thriller,5.733565217391301
3144,Saw 3D,20.37,17000000,45710178,133735284,10,tt1477076,Saw 3D: The Final Chapter,2010,90.0,5.6,83532.0,Crime,6.35955334987593
3145,Faster,14.172,24000000,23240020,35792945,11,tt1433108,Faster,2010,98.0,6.5,93618.0,Crime,6.35955334987593
3146,The Other Guys,13.508,100000000,119219978,170936470,8,tt1386588,The Other Guys,2010,107.0,6.7,221664.0,Crime,6.35955334987593
3147,The Town,13.475999999999999,37000000,92186262,152566881,9,tt0840361,The Town,2010,125.0,7.6,322524.0,Crime,6.35955334987593
3148,Machete,12.557,12500000,26593646,46370970,9,tt0985694,Machete,2010,105.0,6.6,182320.0,Crime,6.35955334987593
3149,Date Night,12.498,55000000,98711404,152269033,4,tt1279935,Date Night,2010,88.0,6.3,144683.0,Crime,6.35955334987593
3150,Repo Men,12.437000000000001,32000000,13942007,18195238,3,tt1053424,Repo Men,2010,111.0,6.3,96144.0,Crime,6.35955334987593
3151,Edge of Darkness,11.252,60000000,43313890,82812456,1,tt1226273,Edge of Darkness,2010,117.0,6.6,84753.0,Crime,6.35955334987593
3152,Edge of Darkness,0.6,60000000,43313890,82812456,11,tt1226273,Edge of Darkness,2010,117.0,6.6,84753.0,Crime,6.35955334987593
3153,The Next Three Days,11.147,30000000,21148651,67255916,11,tt1458175,The Next Three Days,2010,133.0,7.4,168066.0,Crime,6.35955334987593
3155,The Losers,10.202,25000000,23591432,29863840,4,tt0480255,The Losers,2010,97.0,6.4,83876.0,Crime,6.35955334987593
3156,Animal Kingdom,10.187999999999999,4200000,1044039,8078683,8,tt1313092,Animal Kingdom,2010,113.0,7.3,51576.0,Crime,6.35955334987593
3157,Four Lions,9.968,3750000,310007,2436111,11,tt1341167,Four Lions,2010,97.0,7.3,66209.0,Crime,6.35955334987593
3158,A Nightmare on Elm Street,9.795,35000000,63075011,117729621,4,tt1179056,A Nightmare on Elm Street,2010,95.0,5.2,85497.0,Crime,6.35955334987593
3159,A Nightmare on Elm Street,9.795,1800000,25504513,25504513,4,tt1179056,A Nightmare on Elm Street,2010,95.0,5.2,85497.0,Crime,6.35955334987593
3160,Inside Job,9.514,2000000,4311834,7799257,10,tt1645089,Inside Job,2010,109.0,8.3,65304.0,Crime,6.35955334987593
3161,Casino Jack,9.432,12500000,2039869,2272186,12,tt1194417,Casino Jack,2010,108.0,6.2,16191.0,Crime,6.35955334987593
3162,Wild Target,9.355,8000000,109338,5314194,10,tt1235189,Wild Target,2010,98.0,6.8,33915.0,Crime,6.35955334987593
3163,The American,9.042,20000000,35606376,67950723,9,tt1440728,The American,2010,105.0,6.3,86863.0,Crime,6.35955334987593
3164,Takers,8.969,32000000,57744720,70587268,8,tt1135084,Takers,2010,107.0,6.2,53377.0,Crime,6.35955334987593
3165,Cop Out,8.82,37000000,44875481,55909910,2,tt1385867,Cop Out,2010,107.0,5.6,81656.0,Crime,6.35955334987593
3168,All Good Things,7.871,20000000,582024,873617,12,tt1175709,All Good Things,2010,101.0,6.3,49684.0,Crime,6.35955334987593
3170,Conviction,7.51,12500000,6797696,11826980,10,tt1244754,Conviction,2010,107.0,7.2,39771.0,Crime,6.35955334987593
3171,Hesher,7.14,7000000,382946,382946,1,tt1403177,Hesher,2010,106.0,7.0,48483.0,Crime,6.35955334987593
3172,The Killer Inside Me,7.087000000000001,13000000,217277,3617277,4,tt0954947,The Killer Inside Me,2010,109.0,6.1,31727.0,Crime,6.35955334987593
3175,The Perfect Host,6.087999999999999,1000000,48764,51587,7,tt1334553,The Perfect Host,2010,93.0,6.8,23378.0,Crime,6.35955334987593
3179,The Raven,0.6,26000000,16008272,30601801,4,tt1486192,The Raven,2012,110.0,6.4,79578.0,Crime,6.35955334987593
3180,The Raven,8.635,26000000,16008272,30601801,4,tt1486192,The Raven,2012,110.0,6.4,79578.0,Crime,6.35955334987593
3181,Heist,0.6,35000000,23483357,28906817,2,tt3276924,Heist,2015,93.0,6.1,24740.0,Crime,6.35955334987593
3182,Heist,0.6,8900000,50136,3324131,2,tt3276924,Heist,2015,93.0,6.1,24740.0,Crime,6.35955334987593
3183,Heist,7.553999999999999,35000000,23483357,28906817,11,tt3276924,Heist,2015,93.0,6.1,24740.0,Crime,6.35955334987593
3184,Heist,7.553999999999999,8900000,50136,3324131,11,tt3276924,Heist,2015,93.0,6.1,24740.0,Crime,6.35955334987593
3185,Trash,0.6,12000000,17484,6553186,11,tt1921149,Trash,2014,114.0,7.2,18690.0,Crime,6.35955334987593
3186,Trash,7.178999999999999,12000000,17484,6553186,10,tt1921149,Trash,2014,114.0,7.2,18690.0,Crime,6.35955334987593
3187,In Time,18.912,35000000,37553932,165103952,10,tt1637688,In Time,2011,109.0,6.7,346077.0,Crime,6.35955334987593
3188,Sherlock Holmes: A Game of Shadows,18.301,125000000,186848418,535663443,12,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,7.5,394189.0,Crime,6.35955334987593
3189,The Girl with the Dragon Tattoo,17.823,90000000,102515793,239373970,12,tt1568346,The Girl with the Dragon Tattoo,2011,158.0,7.8,387580.0,Crime,6.35955334987593
3190,"Big Mommas: Like Father, Like Son",16.024,32000000,37915414,82332450,2,tt1464174,"Big Mommas: Like Father, Like Son",2011,107.0,4.4,23520.0,Crime,6.35955334987593
3191,Drive,15.875,15000000,35060689,81357930,9,tt0780504,Drive,2011,100.0,7.8,521495.0,Crime,6.35955334987593
3192,Killer Elite,15.135,70000000,25124986,65409046,9,tt1448755,Killer Elite,2011,116.0,6.5,117711.0,Crime,6.35955334987593
3193,The Green Hornet,14.501,110000000,98780042,229155503,1,tt0990407,The Green Hornet,2011,119.0,5.8,148622.0,Crime,6.35955334987593
3194,The Mechanic,14.387,42500000,29121498,76347393,1,tt0472399,The Mechanic,2011,93.0,6.6,141254.0,Crime,6.35955334987593
3195,Horrible Bosses,14.058,35000000,117538559,212417601,7,tt1499658,Horrible Bosses,2011,98.0,6.9,398695.0,Crime,6.35955334987593
3196,Tower Heist,12.213,85000000,78046570,150422946,11,tt0471042,Tower Heist,2011,104.0,6.2,125102.0,Crime,6.35955334987593
3197,Trespass,11.909,35000000,16816,786532,10,tt1674784,Trespass,2011,91.0,5.3,39404.0,Crime,6.35955334987593
3198,The Lincoln Lawyer,11.812000000000001,40000000,58009200,87145086,3,tt1189340,The Lincoln Lawyer,2011,118.0,7.3,196109.0,Crime,6.35955334987593
